retriever,task,query_id,max_score,gap_ctx,gap_25,retrieval_success_5,retrieval_success_25,judgment
contriever,biology,2,0.7315686941146851,0.028451085090637207,0.0590740442276001,0,0,INCORRECT
contriever,biology,8,0.8073538541793823,0.10721540451049805,0.17177820205688477,1,1,CORRECT
contriever,biology,12,0.8068591356277466,0.0019170045852661133,0.08746016025543213,0,0,INCORRECT
contriever,biology,5,0.7058495283126831,0.021100997924804688,0.053997576236724854,0,1,CORRECT
contriever,biology,1,0.7226892709732056,0.05611681938171387,0.13763248920440674,0,1,INCORRECT
contriever,biology,11,0.6082885265350342,0.02481067180633545,0.05735987424850464,1,1,CORRECT
contriever,biology,0,0.6501915454864502,0.04663717746734619,0.08301693201065063,1,1,INCORRECT
contriever,biology,15,0.6948108673095703,0.020631909370422363,0.06785207986831665,0,0,INCORRECT
contriever,biology,6,0.6988625526428223,0.029256701469421387,0.07708770036697388,0,0,INCORRECT
contriever,biology,4,0.6879376173019409,0.02365696430206299,0.09717667102813721,1,1,INCORRECT
contriever,biology,7,0.7550619840621948,0.08436107635498047,0.2481977939605713,1,1,CORRECT
contriever,biology,10,0.7181674242019653,0.05643761157989502,0.12803256511688232,1,1,CORRECT
contriever,biology,9,0.7865580916404724,0.10525023937225342,0.15803653001785278,0,0,CORRECT
contriever,biology,13,0.6652299165725708,0.062090158462524414,0.0899662971496582,0,1,INCORRECT
contriever,biology,3,0.6690148115158081,0.05285930633544922,0.10764336585998535,1,1,CORRECT
contriever,biology,14,0.6686338186264038,0.025098681449890137,0.05762588977813721,1,1,CORRECT
contriever,biology,20,0.7031906843185425,0.015199661254882812,0.07312119007110596,0,1,INCORRECT
contriever,biology,22,0.6214960217475891,0.0285646915435791,0.09107309579849243,0,0,INCORRECT
contriever,biology,16,0.7210666537284851,0.059241533279418945,0.1468067169189453,0,0,CORRECT
contriever,biology,18,0.7264306545257568,0.061601996421813965,0.11195451021194458,0,0,INCORRECT
contriever,biology,19,0.7370044589042664,0.021310150623321533,0.10096627473831177,0,0,CORRECT
contriever,biology,17,0.7936602830886841,0.0336490273475647,0.1304793357849121,1,1,CORRECT
contriever,biology,32,0.6470617651939392,0.06153017282485962,0.09864485263824463,0,0,CORRECT
contriever,biology,30,0.7503088712692261,0.03636205196380615,0.1088065505027771,0,1,CORRECT
contriever,biology,23,0.6369649171829224,0.03345155715942383,0.06823348999023438,0,0,INCORRECT
contriever,biology,26,0.6739987134933472,0.05060911178588867,0.07999944686889648,0,0,INCORRECT
contriever,biology,24,0.7011427879333496,0.10106921195983887,0.14169806241989136,1,1,CORRECT
contriever,biology,25,0.6765346527099609,0.05188274383544922,0.10458910465240479,1,1,CORRECT
contriever,biology,37,0.6509314775466919,0.05892837047576904,0.08919525146484375,0,0,INCORRECT
contriever,biology,39,0.8101381063461304,0.01723003387451172,0.0426754355430603,0,0,INCORRECT
contriever,biology,35,0.7237881422042847,0.03912782669067383,0.1314612627029419,0,1,INCORRECT
contriever,biology,27,0.6226376295089722,0.07948338985443115,0.11506223678588867,0,1,CORRECT
contriever,biology,28,0.7525414228439331,0.0711522102355957,0.1215658187866211,0,0,CORRECT
contriever,biology,31,0.7254703044891357,0.06852245330810547,0.10106337070465088,0,0,CORRECT
contriever,biology,29,0.6802041530609131,0.026188969612121582,0.047812819480895996,0,0,CORRECT
contriever,biology,33,0.6655908823013306,0.03677445650100708,0.07249999046325684,0,1,CORRECT
contriever,biology,21,0.719617486000061,0.042382895946502686,0.10954475402832031,1,1,CORRECT
contriever,biology,34,0.5856239199638367,0.015496253967285156,0.0451471209526062,0,0,CORRECT
contriever,biology,43,0.6312355995178223,0.036249399185180664,0.07430863380432129,0,0,INCORRECT
contriever,biology,42,0.7440872192382812,0.019430994987487793,0.06291455030441284,0,0,CORRECT
contriever,biology,36,0.6949392557144165,0.013469934463500977,0.03889620304107666,0,0,INCORRECT
contriever,biology,38,0.7686241865158081,0.03094172477722168,0.05483287572860718,0,0,INCORRECT
contriever,biology,48,0.5856289863586426,0.02018582820892334,0.05205953121185303,0,0,INCORRECT
contriever,biology,50,0.7533130645751953,0.0596543550491333,0.14213430881500244,0,0,CORRECT
contriever,biology,40,0.7570740580558777,0.02611076831817627,0.05994910001754761,0,0,INCORRECT
contriever,biology,47,0.7747843265533447,0.061646342277526855,0.15230345726013184,0,0,CORRECT
contriever,biology,49,0.8074420690536499,0.06358003616333008,0.11313366889953613,0,0,INCORRECT
contriever,biology,57,0.6812829971313477,0.005359172821044922,0.05047881603240967,0,1,INCORRECT
contriever,biology,44,0.6850043535232544,0.004581809043884277,0.05506241321563721,0,0,INCORRECT
contriever,biology,45,0.7023682594299316,0.0334697961807251,0.09527719020843506,0,0,INCORRECT
contriever,biology,46,0.7835507392883301,0.03807348012924194,0.11834108829498291,0,0,CORRECT
contriever,biology,41,0.7386573553085327,0.01916205883026123,0.04048788547515869,0,0,CORRECT
contriever,biology,51,0.7258642911911011,0.024695992469787598,0.08013927936553955,0,0,CORRECT
contriever,biology,54,0.7537695169448853,0.09834134578704834,0.17508691549301147,0,0,CORRECT
contriever,biology,53,0.6340094804763794,0.012459278106689453,0.03652477264404297,0,0,CORRECT
contriever,biology,52,0.8118975758552551,0.11817163228988647,0.16103321313858032,0,0,CORRECT
contriever,biology,60,0.8262004256248474,0.08588272333145142,0.20336025953292847,0,0,CORRECT
contriever,biology,64,0.731630802154541,0.01792621612548828,0.1425415277481079,0,0,CORRECT
contriever,biology,65,0.6790381073951721,0.004997670650482178,0.04524719715118408,0,0,CORRECT
contriever,biology,55,0.6760472059249878,0.10419881343841553,0.12874752283096313,0,0,CORRECT
contriever,biology,68,0.7247803211212158,0.016395986080169678,0.06492483615875244,0,0,INCORRECT
contriever,biology,58,0.7300233244895935,0.04368382692337036,0.11004692316055298,0,1,INCORRECT
